Y,Tangent_X,Tangent_Y,Tangent_Z
3.7374699999999996,0.9662370656078886,0.2571818072970215,0.015602917704529267
4.604189999993869,0.5857041694821372,0.8104719590298778,-0.00926441997709847
5.4551099999999995,0.5433053312031052,0.8395153764845045,-0.0057662580903716605
6.318470000000001,0.8071085920070133,0.5903587527765193,-0.007229365712783486
7.165069999999999,0.845041272740233,0.5346684651308283,0.005905908923391888
8.01807000000001,-0.2672755852161859,0.9635719285308351,0.009638469521278864
8.8872,-0.007180475035721661,0.9996327457448752,0.0261307178015238
9.743939999999998,0.03455055638010548,0.9981805863438041,-0.049414330918919856
10.584799999999998,-0.6055445616990544,0.7956660265902723,-0.015210454521426373
11.449800000000975,0.9479501877546218,0.3138533056477931,0.053726567635857925
12.302799999999987,0.955411034791151,0.29272270709152975,-0.038770753826929835
13.172599999999996,-0.5465401128637181,0.8048568089713666,0.23129942084524002
14.0131,-0.7755129160036929,0.623956031794956,0.09622155422846318
14.882899999988933,0.30043323005301886,0.9527757452974148,0.044252157606894486
15.741899999999998,-0.21916089231752106,0.9752179422643026,0.030306242993273575
16.591899999999995,-0.46143592400288164,0.8805067068687352,0.10855794396902489
17.451199999994344,0.9562934384177773,0.2912880748085591,0.025575713351306133
18.300699999999797,0.8163477813893668,0.5769187441426448,0.02722246273818925
19.155399999983803,-0.26103643460927756,0.9575368798049574,0.12240548852017598
20.01109999999854,-0.24023883979956884,0.9626481412469964,0.12487536188319982
20.877299999999867,-0.2861391257421131,0.9513156180407775,0.1145556440828342
21.729799999999994,-0.18410658588588627,0.9654358813728106,0.1844947803905232
22.59339999999997,0.5567620919659704,0.8237157645312451,0.10727680183703685
23.452,-0.20296531593073336,0.9725956198756027,0.1134144643682181
24.3081,0.31430720697651837,0.9410045386376144,0.12538515823665275
25.1652,0.9329821817744649,0.35387818214128325,0.06568470671122753
26.016300000000005,0.252677804523385,0.9399656934020459,0.22938705789222918
26.8728,0.25565660573871923,0.920177752288993,0.29650059719085503
27.723499999999913,0.6482443234799736,0.6720047563086864,0.35803478123569843
28.588700000000525,0.39214787677951546,0.7379894226707681,0.5491736107674733
29.4333,0.6655258331139139,0.5054603545169644,0.5491677298145032
