X,Y,Z
45.2189,26.8657,6.24365
46.5984,26.8757,6.42347
46.62,26.8797,6.4227
46.6119,26.8737,6.42204
46.6053,26.8658,6.42083
46.6294,26.8752,6.42071
46.6219,26.8722,6.42079
46.6179,26.8657,6.41968
46.6535,26.8814,6.41919
46.6451,26.8815,6.4204
46.6505,26.8754,6.41809
46.6439,26.875,6.41893
46.6387,26.8702,6.4184
46.6374,26.8783,6.42057
46.6293,26.8662,6.41859
46.6377,26.8632,6.4168
46.6447,26.8637,6.41592
46.6476,26.8696,6.417
46.6517,26.8641,6.41488
46.6548,26.8699,6.41593
46.6576,26.8758,6.41704
46.6608,26.8817,6.41811
43.8834,26.8661,6.17048
44.0595,27.7305,6.47
46.1847,27.72,6.66393
46.1023,27.7235,6.66725
46.7043,27.7319,6.63345
46.9037,27.7254,6.61409
46.9605,27.7331,6.60962
47.0156,27.7382,6.60385
46.0397,27.729,6.44741
46.9013,27.7225,6.57448
46.9597,27.7346,6.57881
44.6188,28.5777,6.56015
44.7362,28.5906,6.62022
44.8768,28.5874,6.65373
46.675,28.5887,6.79468
46.7608,28.5818,6.79103
47.0297,28.5866,6.77959
47.1229,28.5777,6.7727
47.395,28.5831,6.7565
47.4458,28.5829,6.75242
47.4978,28.5832,6.74758
44.9642,28.5783,6.6705
47.5472,28.5858,6.74176
47.5476,28.5858,6.73518
47.548,28.5858,6.72862
44.6214,28.5773,6.55086
44.7811,28.5771,6.50255
46.9996,28.5856,6.67287
46.8337,28.5873,6.64321
47.0888,28.5803,6.6874
45.1536,28.5822,6.47917
47.3761,28.5838,6.72372
47.4366,28.5863,6.72799
47.496,28.585,6.72963
47.522,29.4334,6.856
47.4938,29.4345,6.85349
47.4654,29.4355,6.85091
47.4319,29.4368,6.84781
47.3917,29.4383,6.84403
47.3509,29.4398,6.84014
47.3093,29.4413,6.83613
47.3058,29.4333,6.86962
47.259,29.4431,6.83124
47.2551,29.4346,6.86803
47.2022,29.4451,6.82572
47.198,29.4362,6.86604
47.1451,29.4471,6.82018
47.1406,29.4375,6.86423
47.0826,29.4491,6.81417
47.0093,29.4513,6.80722
47.0042,29.4406,6.85929
47.0777,29.4389,6.86214
46.9297,29.4421,6.85652
46.8483,29.4435,6.8532
46.7568,29.4449,6.84892
46.5617,29.4466,6.83839
46.6626,29.4459,6.84414
46.4587,29.4469,6.83197
46.2468,29.4459,6.81708
46.1432,29.4443,6.80911
46.0448,29.4421,6.80113
45.9502,29.4393,6.79317
45.9529,29.4505,6.7292
45.865,29.4466,6.72526
45.8628,29.4362,6.78547
45.7826,29.4424,6.72184
45.7079,29.4381,6.71892
45.6396,29.4337,6.71633
46.3529,29.4468,6.82478
47.3123,29.4338,6.80247
47.2622,29.4351,6.79428
47.2058,29.4366,6.78523
