X,Y,Z
35.38201786,9.26299421,4.75796679
34.03391675,9.39573137,4.87068128
34.88846023,9.47771928,4.82087209
34.75663380,9.43008707,4.82688598
34.62382001,9.47750179,4.84020705
34.67554404,9.27902939,4.82047157
32.84163076,9.57171759,4.91301949
32.71795637,9.67096295,4.91448567
32.66593405,9.52867056,4.91206948
32.98548819,9.60851822,4.91323709
32.88342160,9.76523216,4.91682911
35.89247485,9.41313646,4.71929276
35.62765226,9.26557692,4.73290483
32.49581172,9.48885910,4.91038090
32.40551800,9.56961608,4.90979472
32.30949863,9.46272513,4.90767963
32.51330842,9.67763096,4.91217855
33.26768720,9.41476923,4.90222652
33.28551357,9.62344136,4.90983394
33.11905405,9.34113026,4.90284113
33.25353434,9.22517319,4.89447043
33.74739051,9.39229139,4.88445665
36.77879926,9.34504518,4.59798170
36.89952245,9.25080271,4.57005896
36.92315539,9.46638990,4.59326482
36.72413053,9.18237417,4.58533766
36.15236867,9.35567152,4.68168939
35.60722318,9.41670186,4.75079194
35.74869001,9.50678811,4.74517158
35.74398378,9.69260672,4.76450434
35.58726153,9.59021385,4.77016090
36.45456158,7.84912421,4.44518925
36.49417705,8.04009261,4.46614427
36.53309166,8.22984841,4.48675477
36.56907595,8.41851986,4.50732444
36.60239288,8.60699671,4.52790048
36.63453138,8.79639227,4.54838344
32.63114500,9.36122280,4.90907117
32.79576717,9.40169297,4.90933261
35.51353958,9.31655681,4.75019128
36.00821804,9.32897579,4.69634687
36.67754408,8.98955055,4.56739529
36.41633420,7.65731265,4.42366751
35.42648232,9.46934472,4.77397880
36.03948934,9.49590420,4.71120002
37.17885661,9.68979817,4.58578051
37.32288672,9.79826405,4.57937760
35.24074711,9.38854772,4.78350426
35.07321334,9.49508819,4.80765265
35.10943940,9.67573663,4.82032300
35.24762392,9.58783715,4.80122509
35.22568372,9.80055080,4.82164699
34.31094724,9.60306091,4.86913013
34.46569257,9.53502908,4.85503512
34.45079148,9.72256429,4.86922469
34.17059373,9.48964261,4.86940669
36.84767923,9.62667787,4.62246540
36.74235649,9.50153489,4.62175163
31.91869795,9.14197149,4.89966082
31.93356372,9.29755453,4.89931823
31.72781985,9.23807325,4.89326726
33.98252098,9.79143414,4.89674731
36.57615595,9.54722734,4.64929416
36.38036252,9.59750090,4.68055751
32.97029223,9.43353207,4.90853259
34.75817685,9.59023761,4.83963219
32.45421185,9.31956425,4.90802104
32.27285248,9.25198279,4.90585417
33.12593560,9.52823696,4.90930214
36.60679044,7.72195106,4.40524863
36.64586302,7.91236269,4.42657387
36.68547706,8.10293858,4.44759537
36.79282277,8.67503994,4.51047119
36.82461938,8.86561373,4.53121381
32.11570657,9.38115347,4.90366431
36.86342709,9.05894483,4.55082800
32.30347278,9.64925480,4.90778238
35.90090598,9.60117740,4.73841636
36.19754469,9.54402933,4.69744801
36.72395371,8.29388720,4.46854572
36.75970418,8.48461289,4.48952617
32.09554160,9.19597749,4.90313820
36.56849590,7.53073193,4.38347916
33.45205659,9.61965792,4.90600144
33.59133752,9.73713281,4.90734049
35.40989944,9.69804578,4.79700862
36.07374196,9.70089442,4.72935822
36.19539309,9.85420200,4.73143837
36.24466334,9.70557961,4.70955991
36.36689008,9.82941255,4.70808650
36.04020712,9.90977284,4.75484644
34.15509708,9.69433606,4.88333280
37.39878408,10.00602910,4.59315027
37.25929459,10.07420410,4.61918024
37.24534506,9.95222789,4.60731124
37.18744273,10.17811173,4.64008496
37.11176202,10.03603665,4.63434044
33.25060903,9.81001008,4.91650746
33.10614302,9.74393839,4.91592984
33.16405750,9.90788662,4.91978928
31.98184483,10.11761890,4.88691458
31.86092967,10.20376299,4.87561362
31.83559020,10.01403894,4.88063664
32.01361297,10.24419923,4.88511371
34.60078507,9.65881014,4.85548151
34.74351545,9.79712199,4.85643987
34.93830471,9.67394089,4.83329257
35.05406162,9.80586309,4.83537918
33.39644469,9.78047600,4.91344251
36.71102082,9.68628609,4.64761910
32.12454721,9.56878650,4.90315310
37.01306830,8.93673125,4.51470016
36.87578211,8.16743639,4.42957936
36.83709694,7.97583292,4.40814779
31.94447783,9.47255811,4.89810084
32.67552682,9.82445157,4.91575026
32.50679975,9.87310720,4.91270415
35.89755044,9.79599987,4.75879753
35.73320207,9.88824584,4.78458878
32.34402921,9.82810534,4.90835956
32.41886195,10.03150307,4.90960023
37.12394048,9.52628726,4.57362348
36.54975714,9.74587385,4.67560227
32.12940595,9.78458136,4.90129544
32.22916636,9.98326171,4.90277495
37.07600771,9.32675786,4.55569659
36.72214272,7.40509110,4.34289691
36.75962064,7.59529190,4.36495243
36.98189024,8.74439156,4.49360394
37.04157638,9.12869130,4.53551807
36.79824326,7.78538011,4.38664798
36.91340303,8.35992250,4.45098620
36.94883462,8.55237018,4.47235140
31.80127627,9.38813790,4.89387879
34.30042696,9.79933331,4.88256220
31.94146502,9.65286591,4.89545035
35.57608222,9.79438719,4.79074386
35.39941930,9.89689744,4.81565183
32.29685218,10.12887743,4.90365573
32.39859424,10.18878460,4.90730204
32.29749552,10.26474392,4.90139046
32.54762995,10.20675150,4.91294083
32.43397133,10.30661822,4.90731508
34.57443509,9.81327177,4.86820507
37.54200851,10.21754340,4.59767123
37.70624219,10.20864917,4.57397073
37.62718981,10.35927681,4.60162517
37.47288948,10.12055680,4.59616447
37.59398697,10.04795615,4.57158533
36.69233889,9.87368487,4.67143633
34.63561840,9.95618256,4.87448332
34.77896350,9.97792209,4.86734993
34.69816214,10.16596713,4.88505946
34.29925360,9.96601186,4.89288620
34.45233241,9.92603323,4.88271236
34.37667609,10.12177579,4.89854762
34.16113531,9.89273667,4.89487123
31.63480485,9.40793913,4.88613074
35.07856129,9.99187177,4.84837929
36.27603007,9.96738105,4.73385251
34.91818992,9.88735546,4.85152478
33.67347497,9.94637810,4.91411935
32.80813326,9.97224465,4.91899985
36.91392419,7.46982363,4.32418130
37.20029279,9.00913515,4.49860914
37.13667314,8.62162966,4.45564649
37.16939363,8.81542020,4.47728027
37.06483207,8.23394080,4.41207767
37.02726012,8.04106310,4.39016900
36.53279446,9.95452496,4.70095388
35.88285366,9.98785388,4.77922504
35.74211805,10.06715417,4.80042252
33.49491250,9.93964955,4.91742015
33.30528356,9.97401457,4.92075069
34.03149596,10.01526583,4.90670997
32.04111639,9.97739688,4.89393475
31.91125527,9.83348407,4.89033192
32.14372039,10.15554456,4.89548028
32.60910592,10.01160440,4.91532877
36.83372977,9.97910790,4.66467111
36.95843082,10.05923089,4.65714526
37.22929635,9.20182915,4.51942655
37.10162490,8.42772403,4.43391125
36.98940107,7.84953926,4.36822850
36.95139140,7.65923751,4.34626708
37.30375727,9.58865075,4.55714671
33.01567182,9.93755828,4.92040001
37.26411939,9.39571132,4.53897682
33.85824444,9.96889313,4.91014808
35.25574961,9.98797153,4.83492946
31.77575940,9.53294584,4.89018531
35.56561297,10.02883843,4.81296213
36.15883384,10.01286623,4.75210172
31.39618248,10.52885825,4.80347547
31.37256733,10.60202963,4.79159016
31.30675011,10.53929537,4.78683759
31.41718752,10.66205111,4.79278767
31.34000627,10.67940121,4.77551014
37.87940851,10.57102503,4.58810485
37.97038438,10.55802487,4.57197872
37.97791295,10.65638356,4.58148318
37.80900711,10.48889039,4.58989800
37.92721831,10.46294298,4.56863520
35.36461807,10.09591365,4.83533668
